name,n_dets,mean_conf
P0063,0,0.0
P0081,0,0.0
P0198,20,0.8390716314315796
P0308,0,0.0
P0336,3,0.5242856740951538
P0345,0,0.0
P0363,13,0.6399873495101929
P0368,6,0.8374480605125427
P0377,5,0.9331618547439575
P0452,2,0.7334093451499939
P0517,5,0.5288263559341431
P0565,3,0.45586836338043213
P0649,4,0.915185809135437
P0699,8,0.849003791809082
P0806,7,0.9241568446159363
P1003,3,0.6319402456283569
P1029,8,0.4737299382686615
P1148,0,0.0
P1158,0,0.0
P1207,0,0.0
P1216,0,0.0
P1242,0,0.0
P1358,1,0.5118247270584106
P1522,0,0.0
P1676,0,0.0
P1693,0,0.0
P1960,17,0.45837926864624023
P2002,4,0.36714228987693787
P2045,0,0.0
P2210,30,0.8403059244155884
P2257,1,0.5703948140144348
P2278,0,0.0
P2332,0,0.0
P2352,0,0.0
P2456,0,0.0
P2528,0,0.0
P2591,0,0.0
P2613,27,0.6572757363319397
P2724,0,0.0
P2754,0,0.0
