name,n_dets,mean_conf
P0063,1,0.31801551580429077
P0081,4,0.4341387450695038
P0198,19,0.9166969656944275
P0308,7,0.6157947182655334
P0336,7,0.6476715803146362
P0345,4,0.7019544839859009
P0363,31,0.7372812628746033
P0368,13,0.7329278588294983
P0377,6,0.8620147705078125
P0452,4,0.8029542565345764
P0517,16,0.6474429368972778
P0565,4,0.5674622654914856
P0649,2,0.9111146926879883
P0699,10,0.8051575422286987
P0806,10,0.8734660148620605
P1003,9,0.5877811312675476
P1029,22,0.6997113823890686
P1148,2,0.7526923418045044
P1158,2,0.6450904607772827
P1207,0,0.0
P1216,1,0.6787281036376953
P1242,11,0.6453938484191895
P1358,14,0.6138922572135925
P1522,4,0.683971643447876
P1676,2,0.7448678016662598
P1693,0,0.0
P1960,79,0.6872479319572449
P2002,39,0.757270336151123
P2045,38,0.679970383644104
P2210,35,0.821819543838501
P2257,13,0.6938485503196716
P2278,2,0.606842041015625
P2332,1,0.6519356966018677
P2352,0,0.0
P2456,0,0.0
P2528,2,0.38221949338912964
P2591,17,0.8619426488876343
P2613,38,0.6653537750244141
P2724,1,0.3427963852882385
P2754,1,0.2597031593322754
