name,n_dets,mean_conf
P0063,3,0.40335360169410706
P0081,1,0.5529367327690125
P0198,19,0.8947073221206665
P0308,6,0.4317336082458496
P0336,6,0.5675347447395325
P0345,3,0.5410861968994141
P0363,31,0.6686441898345947
P0368,12,0.7332837581634521
P0377,6,0.8273270130157471
P0452,6,0.6686670780181885
P0517,13,0.5575642585754395
P0565,4,0.6567445993423462
P0649,4,0.9165849089622498
P0699,11,0.8148658871650696
P0806,11,0.8202170729637146
P1003,8,0.6716429591178894
P1029,19,0.6294559836387634
P1148,2,0.709246039390564
P1158,3,0.6070437431335449
P1207,0,0.0
P1216,0,0.0
P1242,6,0.6490806937217712
P1358,10,0.727771520614624
P1522,3,0.7476038336753845
P1676,2,0.7681158781051636
P1693,0,0.0
P1960,67,0.6927556395530701
P2002,35,0.7819234132766724
P2045,6,0.5233983397483826
P2210,33,0.8401788473129272
P2257,11,0.6942603588104248
P2278,2,0.6348799467086792
P2332,1,0.7788504958152771
P2352,2,0.5878976583480835
P2456,5,0.38030678033828735
P2528,3,0.5071541666984558
P2591,7,0.8007612228393555
P2613,36,0.7774899005889893
P2724,0,0.0
P2754,0,0.0
