name,n_dets,mean_conf
P0063,1,0.28978171944618225
P0081,0,0.0
P0198,20,0.8853793144226074
P0308,3,0.36334872245788574
P0336,5,0.6157609224319458
P0345,2,0.5111290216445923
P0363,24,0.7371184825897217
P0368,7,0.8804888725280762
P0377,6,0.8506484031677246
P0452,4,0.7601654529571533
P0517,13,0.5014317631721497
P0565,4,0.5813877582550049
P0649,4,0.9231718182563782
P0699,10,0.7930089831352234
P0806,10,0.8536989092826843
P1003,6,0.7715005874633789
P1029,19,0.690761387348175
P1148,2,0.6792082190513611
P1158,2,0.6073224544525146
P1207,0,0.0
P1216,0,0.0
P1242,4,0.5676389336585999
P1358,7,0.8061614632606506
P1522,0,0.0
P1676,1,0.31494399905204773
P1693,0,0.0
P1960,74,0.6813076734542847
P2002,33,0.7156915664672852
P2045,27,0.6996287107467651
P2210,34,0.8317108750343323
P2257,7,0.6138996481895447
P2278,0,0.0
P2332,0,0.0
P2352,2,0.42491257190704346
P2456,0,0.0
P2528,0,0.0
P2591,15,0.7729681730270386
P2613,36,0.7170030474662781
P2724,0,0.0
P2754,3,0.30668362975120544
