name,n_dets,mean_conf
P0063,7,0.36661937832832336
P0081,0,0.0
P0198,19,0.8817682862281799
P0308,6,0.4508606493473053
P0336,7,0.6660329699516296
P0345,4,0.5576462149620056
P0363,31,0.7888491153717041
P0368,13,0.7329944968223572
P0377,9,0.7240036725997925
P0452,5,0.7525494694709778
P0517,13,0.6437147855758667
P0565,4,0.6768907904624939
P0649,4,0.8942363858222961
P0699,12,0.7947143912315369
P0806,10,0.8992114067077637
P1003,7,0.7537016272544861
P1029,23,0.613578200340271
P1148,0,0.0
P1158,2,0.5879582166671753
P1207,0,0.0
P1216,0,0.0
P1242,18,0.6912853717803955
P1358,8,0.6143766045570374
P1522,0,0.0
P1676,0,0.0
P1693,0,0.0
P1960,80,0.7175601720809937
P2002,37,0.7962307929992676
P2045,39,0.6875621676445007
P2210,43,0.7836054563522339
P2257,14,0.7207975387573242
P2278,2,0.5049269199371338
P2332,8,0.41681763529777527
P2352,1,0.34547024965286255
P2456,0,0.0
P2528,0,0.0
P2591,15,0.8504635691642761
P2613,41,0.6490004062652588
P2724,3,0.47183743119239807
P2754,8,0.35009217262268066
