name,n_dets,mean_conf
P0063,11,0.4901462495326996
P0081,1,0.41410452127456665
P0198,19,0.9055336117744446
P0308,6,0.43522921204566956
P0336,7,0.5895465016365051
P0345,5,0.5914925336837769
P0363,35,0.7065033316612244
P0368,14,0.7073078155517578
P0377,8,0.8015868663787842
P0452,7,0.8390190005302429
P0517,16,0.6428871154785156
P0565,4,0.6722061634063721
P0649,4,0.9281165599822998
P0699,12,0.8155624866485596
P0806,10,0.8905609250068665
P1003,6,0.8035092949867249
P1029,19,0.7005115747451782
P1148,2,0.4968178868293762
P1158,3,0.6241135001182556
P1207,0,0.0
P1216,0,0.0
P1242,21,0.7141293287277222
P1358,11,0.7518260478973389
P1522,2,0.5106015205383301
P1676,0,0.0
P1693,0,0.0
P1960,77,0.7337671518325806
P2002,37,0.787617564201355
P2045,19,0.7203487157821655
P2210,37,0.8163086771965027
P2257,11,0.8567299246788025
P2278,2,0.7376084327697754
P2332,4,0.5766316652297974
P2352,5,0.5542529225349426
P2456,0,0.0
P2528,0,0.0
P2591,19,0.7964585423469543
P2613,40,0.6973466873168945
P2724,3,0.4719673693180084
P2754,6,0.404499888420105
