name,n_dets,mean_conf
P0063,0,0.0
P0081,0,0.0
P0198,1,0.37131187319755554
P0308,0,0.0
P0336,1,0.6287392377853394
P0345,0,0.0
P0363,0,0.0
P0368,0,0.0
P0377,1,0.2598535418510437
P0452,0,0.0
P0517,2,0.2884557843208313
P0565,1,0.32166463136672974
P0649,0,0.0
P0699,6,0.6659741997718811
P0806,0,0.0
P1003,2,0.39397507905960083
P1029,0,0.0
P1148,2,0.27651554346084595
P1158,0,0.0
P1207,0,0.0
P1216,0,0.0
P1242,0,0.0
P1358,0,0.0
P1522,0,0.0
P1676,1,0.30657699704170227
P1693,0,0.0
P1960,1,0.2692285180091858
P2002,4,0.4261469841003418
P2045,0,0.0
P2210,0,0.0
P2257,1,0.7747635245323181
P2278,1,0.6523189544677734
P2332,0,0.0
P2352,0,0.0
P2456,1,0.46502870321273804
P2528,1,0.26749661564826965
P2591,0,0.0
P2613,0,0.0
P2724,0,0.0
P2754,0,0.0
