name,n_dets,mean_conf
P0063,11,0.4332524538040161
P0081,1,0.8716498017311096
P0198,20,0.8685995936393738
P0308,6,0.41466963291168213
P0336,6,0.6971614956855774
P0345,4,0.6162562370300293
P0363,35,0.7502463459968567
P0368,14,0.7056719660758972
P0377,8,0.8029731512069702
P0452,7,0.8506096005439758
P0517,14,0.683808445930481
P0565,4,0.6688444018363953
P0649,4,0.9224981069564819
P0699,12,0.836307942867279
P0806,10,0.8977219462394714
P1003,7,0.7396151423454285
P1029,19,0.6982823014259338
P1148,2,0.5391486287117004
P1158,2,0.31455785036087036
P1207,0,0.0
P1216,1,0.5911661982536316
P1242,23,0.6347337365150452
P1358,13,0.7721747756004333
P1522,5,0.8808229565620422
P1676,2,0.7961915731430054
P1693,0,0.0
P1960,72,0.7512202858924866
P2002,38,0.782320499420166
P2045,25,0.7297587394714355
P2210,35,0.8024705052375793
P2257,12,0.7944769263267517
P2278,2,0.7310728430747986
P2332,4,0.5685641169548035
P2352,2,0.6753257513046265
P2456,1,0.3210415244102478
P2528,1,0.28312158584594727
P2591,20,0.7758933901786804
P2613,34,0.7856200933456421
P2724,1,0.7682214379310608
P2754,3,0.3653241693973541
