name,n_dets,mean_conf
P0063,7,0.3746323585510254
P0081,4,0.38926807045936584
P0198,19,0.8792560696601868
P0308,7,0.5119887590408325
P0336,6,0.7307956218719482
P0345,5,0.60239177942276
P0363,25,0.682342529296875
P0368,15,0.5683258175849915
P0377,3,0.5863669514656067
P0452,4,0.5635321736335754
P0517,13,0.5750756859779358
P0565,5,0.6038606762886047
P0649,3,0.7123767733573914
P0699,10,0.8303359150886536
P0806,10,0.8464957475662231
P1003,7,0.6026418805122375
P1029,21,0.7114137411117554
P1148,2,0.6143374443054199
P1158,2,0.5893430113792419
P1207,0,0.0
P1216,0,0.0
P1242,2,0.4151272773742676
P1358,12,0.5056166648864746
P1522,0,0.0
P1676,0,0.0
P1693,0,0.0
P1960,82,0.6607686877250671
P2002,34,0.7670856714248657
P2045,6,0.6125109195709229
P2210,35,0.8187317252159119
P2257,6,0.5257527232170105
P2278,3,0.4957362711429596
P2332,0,0.0
P2352,0,0.0
P2456,3,0.5210332274436951
P2528,1,0.8111289739608765
P2591,17,0.6049952507019043
P2613,35,0.6961185932159424
P2724,0,0.0
P2754,2,0.6890994310379028
