name,n_dets,mean_conf
P0063,0,0.0
P0081,0,0.0
P0198,0,0.0
P0308,1,0.2509535849094391
P0336,4,0.6804628372192383
P0345,0,0.0
P0363,8,0.6499641537666321
P0368,1,0.7429927587509155
P0377,1,0.7566063404083252
P0452,0,0.0
P0517,8,0.49577274918556213
P0565,1,0.3244335353374481
P0649,0,0.0
P0699,9,0.8472035527229309
P0806,2,0.7155486345291138
P1003,4,0.5535244345664978
P1029,5,0.4066135287284851
P1148,0,0.0
P1158,0,0.0
P1207,0,0.0
P1216,0,0.0
P1242,0,0.0
P1358,0,0.0
P1522,0,0.0
P1676,0,0.0
P1693,0,0.0
P1960,35,0.5531346797943115
P2002,25,0.548045814037323
P2045,0,0.0
P2210,22,0.7114586234092712
P2257,1,0.9268003702163696
P2278,2,0.5452497601509094
P2332,0,0.0
P2352,0,0.0
P2456,0,0.0
P2528,0,0.0
P2591,0,0.0
P2613,24,0.639164388179779
P2724,0,0.0
P2754,0,0.0
