name,n_dets,mean_conf
P0063,0,0.0
P0081,1,0.2533722519874573
P0198,0,0.0
P0308,0,0.0
P0336,2,0.37096062302589417
P0345,1,0.2791542410850525
P0363,1,0.319197416305542
P0368,0,0.0
P0377,1,0.33133232593536377
P0452,1,0.26449546217918396
P0517,4,0.3277619481086731
P0565,1,0.3900982737541199
P0649,0,0.0
P0699,6,0.6429333090782166
P0806,0,0.0
P1003,2,0.4331468939781189
P1029,0,0.0
P1148,1,0.3045244514942169
P1158,0,0.0
P1207,0,0.0
P1216,0,0.0
P1242,0,0.0
P1358,0,0.0
P1522,0,0.0
P1676,1,0.6428527235984802
P1693,0,0.0
P1960,1,0.3781310021877289
P2002,2,0.49424952268600464
P2045,0,0.0
P2210,1,0.38866379857063293
P2257,1,0.42395317554473877
P2278,1,0.42586591839790344
P2332,0,0.0
P2352,0,0.0
P2456,1,0.45394736528396606
P2528,0,0.0
P2591,0,0.0
P2613,1,0.3515743017196655
P2724,0,0.0
P2754,1,0.25832003355026245
