name,n_dets,mean_conf
P0063,0,0.0
P0081,1,0.31818267703056335
P0198,19,0.8977303504943848
P0308,6,0.5856168866157532
P0336,6,0.7183594107627869
P0345,7,0.59377521276474
P0363,30,0.7318960428237915
P0368,14,0.6564821004867554
P0377,6,0.8822194933891296
P0452,3,0.643054187297821
P0517,14,0.6418254971504211
P0565,4,0.6475769281387329
P0649,3,0.6998350024223328
P0699,13,0.7424051761627197
P0806,10,0.8754435777664185
P1003,8,0.6990610361099243
P1029,20,0.7345682382583618
P1148,2,0.7950924634933472
P1158,2,0.6068557500839233
P1207,0,0.0
P1216,0,0.0
P1242,5,0.6412287950515747
P1358,12,0.6669256091117859
P1522,1,0.41559189558029175
P1676,0,0.0
P1693,0,0.0
P1960,84,0.6850979924201965
P2002,36,0.7589295506477356
P2045,14,0.7463881373405457
P2210,35,0.8287541270256042
P2257,3,0.7215297818183899
P2278,3,0.557121217250824
P2332,1,0.35010141134262085
P2352,0,0.0
P2456,1,0.4826413691043854
P2528,2,0.72048020362854
P2591,1,0.6612111330032349
P2613,39,0.6955565810203552
P2724,1,0.2515202760696411
P2754,2,0.45745164155960083
