name,n_dets,mean_conf
P0063,43,0.3937388062477112
P0081,1,0.8402329683303833
P0198,19,0.8049476146697998
P0308,4,0.3953312337398529
P0336,6,0.6535307765007019
P0345,4,0.5988796353340149
P0363,26,0.622979462146759
P0368,8,0.6970359086990356
P0377,6,0.7727477550506592
P0452,6,0.5360821485519409
P0517,10,0.5967117547988892
P0565,5,0.5904136896133423
P0649,4,0.6072558760643005
P0699,13,0.7429759502410889
P0806,10,0.6446771025657654
P1003,8,0.595940113067627
P1029,20,0.695102334022522
P1148,2,0.8556544780731201
P1158,1,0.6851810216903687
P1207,0,0.0
P1216,0,0.0
P1242,5,0.6800767183303833
P1358,8,0.5090715289115906
P1522,0,0.0
P1676,0,0.0
P1693,0,0.0
P1960,82,0.6143417358398438
P2002,34,0.7578305602073669
P2045,14,0.7244181632995605
P2210,31,0.842460572719574
P2257,9,0.6746540665626526
P2278,0,0.0
P2332,10,0.4113163352012634
P2352,3,0.3357817232608795
P2456,1,0.2712535858154297
P2528,1,0.505520761013031
P2591,2,0.4839022755622864
P2613,38,0.6005018949508667
P2724,0,0.0
P2754,1,0.35779109597206116
