name,n_dets,mean_conf
P0063,4,0.36047977209091187
P0081,1,0.34234365820884705
P0198,19,0.976534366607666
P0308,3,0.40333476662635803
P0336,5,0.749658465385437
P0345,4,0.6965020895004272
P0363,30,0.6595909595489502
P0368,12,0.7151756286621094
P0377,6,0.8789703249931335
P0452,9,0.7992684245109558
P0517,11,0.5617743134498596
P0565,5,0.5815578699111938
P0649,4,0.7216723561286926
P0699,11,0.8049474954605103
P0806,11,0.7878564596176147
P1003,6,0.7722038626670837
P1029,22,0.6792978644371033
P1148,2,0.41635406017303467
P1158,2,0.6602314114570618
P1207,0,0.0
P1216,2,0.5174663662910461
P1242,12,0.717224657535553
P1358,13,0.6952908635139465
P1522,11,0.653853714466095
P1676,2,0.7795807123184204
P1693,0,0.0
P1960,74,0.6899703741073608
P2002,34,0.7912638783454895
P2045,13,0.8876830339431763
P2210,34,0.8399255871772766
P2257,13,0.727289617061615
P2278,3,0.38875612616539
P2332,3,0.5160049796104431
P2352,4,0.40790873765945435
P2456,1,0.5171786546707153
P2528,0,0.0
P2591,17,0.8978532552719116
P2613,43,0.6004666090011597
P2724,3,0.3192717134952545
P2754,0,0.0
