name,n_dets,mean_conf
P0063,43,0.42967453598976135
P0081,2,0.27981334924697876
P0198,17,0.6877601742744446
P0308,9,0.4013465642929077
P0336,25,0.5045532584190369
P0345,12,0.46478429436683655
P0363,15,0.6733145117759705
P0368,14,0.5243845582008362
P0377,12,0.5994812846183777
P0452,10,0.5331264138221741
P0517,23,0.47660231590270996
P0565,36,0.4758097231388092
P0649,4,0.8398464322090149
P0699,15,0.6751574277877808
P0806,16,0.6475035548210144
P1003,11,0.6467592716217041
P1029,21,0.6274126768112183
P1148,2,0.6329632997512817
P1158,5,0.4682222306728363
P1207,0,0.0
P1216,0,0.0
P1242,3,0.5320692658424377
P1358,9,0.6451709866523743
P1522,0,0.0
P1676,6,0.4620518386363983
P1693,0,0.0
P1960,69,0.5873117446899414
P2002,32,0.7992997169494629
P2045,16,0.46626508235931396
P2210,47,0.7038091421127319
P2257,30,0.4494651257991791
P2278,16,0.4992636442184448
P2332,4,0.46567413210868835
P2352,1,0.29584768414497375
P2456,67,0.5312506556510925
P2528,3,0.36265960335731506
P2591,52,0.442255437374115
P2613,36,0.6939020156860352
P2724,0,0.0
P2754,42,0.49052995443344116
