name,n_dets,mean_conf
P0063,0,0.0
P0081,0,0.0
P0198,0,0.0
P0308,0,0.0
P0336,0,0.0
P0345,0,0.0
P0363,0,0.0
P0368,0,0.0
P0377,0,0.0
P0452,0,0.0
P0517,0,0.0
P0565,0,0.0
P0649,0,0.0
P0699,1,0.39326924085617065
P0806,0,0.0
P1003,0,0.0
P1029,1,0.4592180550098419
P1148,1,0.6507318019866943
P1158,0,0.0
P1207,0,0.0
P1216,0,0.0
P1242,0,0.0
P1358,0,0.0
P1522,0,0.0
P1676,0,0.0
P1693,0,0.0
P1960,0,0.0
P2002,1,0.47771573066711426
P2045,0,0.0
P2210,0,0.0
P2257,0,0.0
P2278,0,0.0
P2332,0,0.0
P2352,0,0.0
P2456,0,0.0
P2528,0,0.0
P2591,0,0.0
P2613,0,0.0
P2724,0,0.0
P2754,0,0.0
