name,n_dets,mean_conf
P0063,9,0.48187828063964844
P0081,0,0.0
P0198,19,0.9034917950630188
P0308,5,0.424778550863266
P0336,7,0.6227564811706543
P0345,5,0.5240010023117065
P0363,28,0.7472877502441406
P0368,15,0.6739829182624817
P0377,7,0.84738689661026
P0452,7,0.7740216851234436
P0517,15,0.6152904033660889
P0565,4,0.5865457653999329
P0649,4,0.9254605174064636
P0699,13,0.721718430519104
P0806,10,0.8724073171615601
P1003,6,0.7989035248756409
P1029,19,0.6867908835411072
P1148,2,0.3526543974876404
P1158,3,0.5776951909065247
P1207,0,0.0
P1216,0,0.0
P1242,0,0.0
P1358,10,0.7876580357551575
P1522,1,0.8591795563697815
P1676,4,0.5240945816040039
P1693,1,0.3520597517490387
P1960,79,0.7177333831787109
P2002,37,0.7695550918579102
P2045,17,0.7880107164382935
P2210,34,0.8401379585266113
P2257,12,0.8324049115180969
P2278,0,0.0
P2332,1,0.6482946276664734
P2352,5,0.5300998687744141
P2456,0,0.0
P2528,0,0.0
P2591,17,0.8582905530929565
P2613,42,0.6590090990066528
P2724,2,0.5837519764900208
P2754,3,0.670975387096405
