name,n_dets,mean_conf
P0063,101,0.5499477982521057
P0081,13,0.49473074078559875
P0198,12,0.7644725441932678
P0308,4,0.518690288066864
P0336,13,0.5711132884025574
P0345,6,0.36021170020103455
P0363,4,0.6194059252738953
P0368,5,0.5035426020622253
P0377,2,0.37218254804611206
P0452,7,0.5774856805801392
P0517,10,0.5766556859016418
P0565,8,0.4318205416202545
P0649,1,0.45122459530830383
P0699,10,0.8559948205947876
P0806,8,0.7578663229942322
P1003,8,0.5771998167037964
P1029,14,0.49820345640182495
P1148,2,0.7433679103851318
P1158,2,0.800515353679657
P1207,0,0.0
P1216,0,0.0
P1242,2,0.41184526681900024
P1358,7,0.5515775680541992
P1522,0,0.0
P1676,0,0.0
P1693,0,0.0
P1960,56,0.547139048576355
P2002,41,0.7291834354400635
P2045,2,0.3688792586326599
P2210,35,0.816663384437561
P2257,10,0.43179863691329956
P2278,4,0.4734790623188019
P2332,2,0.379932701587677
P2352,1,0.6395583152770996
P2456,31,0.5812835097312927
P2528,0,0.0
P2591,4,0.5111193060874939
P2613,30,0.6767772436141968
P2724,1,0.46919578313827515
P2754,18,0.4870847165584564
