name,n_dets,mean_conf
P0063,4,0.36324620246887207
P0081,0,0.0
P0198,19,0.9762223958969116
P0308,3,0.39905405044555664
P0336,6,0.6903837323188782
P0345,4,0.7050424814224243
P0363,26,0.7013234496116638
P0368,12,0.7372040152549744
P0377,6,0.8872904777526855
P0452,9,0.7938053607940674
P0517,11,0.5556569695472717
P0565,4,0.6600223183631897
P0649,4,0.7565022706985474
P0699,11,0.8193386197090149
P0806,11,0.7861583232879639
P1003,6,0.7754294872283936
P1029,21,0.7011376619338989
P1148,2,0.4348047971725464
P1158,2,0.5548148155212402
P1207,0,0.0
P1216,5,0.4205136299133301
P1242,17,0.6943539977073669
P1358,15,0.6790075302124023
P1522,8,0.7787500619888306
P1676,2,0.7800940275192261
P1693,0,0.0
P1960,75,0.6812125444412231
P2002,35,0.7865046858787537
P2045,13,0.8803380727767944
P2210,36,0.8118798732757568
P2257,13,0.6796165108680725
P2278,2,0.4291967451572418
P2332,2,0.5378426909446716
P2352,4,0.39128005504608154
P2456,1,0.771666407585144
P2528,0,0.0
P2591,18,0.9195416569709778
P2613,43,0.5931853652000427
P2724,3,0.3597806692123413
P2754,2,0.2841823101043701
