name,n_dets,mean_conf
P0063,11,0.45479831099510193
P0081,1,0.8622433543205261
P0198,20,0.8816238641738892
P0308,6,0.4352298676967621
P0336,6,0.6807219386100769
P0345,4,0.6129802465438843
P0363,35,0.7484865188598633
P0368,15,0.6755427718162537
P0377,8,0.7990615367889404
P0452,7,0.8564378023147583
P0517,14,0.6814551949501038
P0565,4,0.6675794124603271
P0649,4,0.9238501787185669
P0699,12,0.8448683619499207
P0806,10,0.8986098170280457
P1003,7,0.7461486458778381
P1029,19,0.7109737396240234
P1148,2,0.5797329545021057
P1158,3,0.39994120597839355
P1207,0,0.0
P1216,1,0.6138430833816528
P1242,22,0.6662116646766663
P1358,13,0.7811574339866638
P1522,5,0.8925528526306152
P1676,2,0.8244786262512207
P1693,0,0.0
P1960,74,0.7358835339546204
P2002,38,0.7817772030830383
P2045,22,0.7513877749443054
P2210,37,0.7789346575737
P2257,11,0.8524842858314514
P2278,2,0.7381595373153687
P2332,4,0.6061062812805176
P2352,2,0.7538754343986511
P2456,1,0.32222169637680054
P2528,0,0.0
P2591,19,0.8018093109130859
P2613,34,0.7766084671020508
P2724,1,0.7746810913085938
P2754,3,0.39888909459114075
