name,n_dets,mean_conf
P0063,8,0.4009561538696289
P0081,2,0.6665401458740234
P0198,19,0.8295703530311584
P0308,5,0.4906556010246277
P0336,7,0.561709463596344
P0345,4,0.6944218277931213
P0363,27,0.6447934508323669
P0368,13,0.5443467497825623
P0377,6,0.7636501789093018
P0452,9,0.5790049433708191
P0517,14,0.5913040041923523
P0565,5,0.6301983594894409
P0649,5,0.7081354856491089
P0699,11,0.7778787016868591
P0806,11,0.6937809586524963
P1003,6,0.7478722929954529
P1029,21,0.69070965051651
P1148,2,0.7890485525131226
P1158,3,0.5482008457183838
P1207,0,0.0
P1216,1,0.6590146422386169
P1242,10,0.7395029067993164
P1358,12,0.7674971222877502
P1522,6,0.8167033791542053
P1676,2,0.7106792330741882
P1693,0,0.0
P1960,80,0.6265181303024292
P2002,39,0.7373114824295044
P2045,13,0.8410283327102661
P2210,35,0.8052982091903687
P2257,13,0.7143436074256897
P2278,2,0.4176403284072876
P2332,3,0.5002807974815369
P2352,4,0.4222554862499237
P2456,1,0.2568730413913727
P2528,5,0.6344379186630249
P2591,17,0.8429827094078064
P2613,43,0.589815080165863
P2724,1,0.2528916299343109
P2754,1,0.30919408798217773
