name,n_dets,mean_conf
P0063,84,0.4314226806163788
P0081,1,0.7560842633247375
P0198,19,0.7505860924720764
P0308,3,0.4496746361255646
P0336,6,0.6349170804023743
P0345,5,0.4873153567314148
P0363,22,0.6443571448326111
P0368,7,0.6905850768089294
P0377,6,0.7218279242515564
P0452,5,0.5188218355178833
P0517,6,0.5614347457885742
P0565,4,0.6285096406936646
P0649,2,0.5051394701004028
P0699,11,0.8143178820610046
P0806,10,0.6512773036956787
P1003,7,0.6296932101249695
P1029,20,0.6788304448127747
P1148,2,0.845141589641571
P1158,1,0.3622022271156311
P1207,0,0.0
P1216,0,0.0
P1242,4,0.5479058027267456
P1358,7,0.39426103234291077
P1522,0,0.0
P1676,0,0.0
P1693,0,0.0
P1960,80,0.6090948581695557
P2002,34,0.748813271522522
P2045,9,0.5053333640098572
P2210,31,0.8012419939041138
P2257,6,0.639655590057373
P2278,0,0.0
P2332,8,0.4311710000038147
P2352,3,0.4183310568332672
P2456,1,0.7316382527351379
P2528,1,0.41519594192504883
P2591,2,0.3631647527217865
P2613,36,0.5962905287742615
P2724,0,0.0
P2754,0,0.0
