name,n_dets,mean_conf
P0063,1,0.368063360452652
P0081,1,0.8822583556175232
P0198,19,0.918246328830719
P0308,8,0.5412662625312805
P0336,8,0.6288601756095886
P0345,5,0.617710292339325
P0363,29,0.7799338102340698
P0368,14,0.7213879823684692
P0377,7,0.8215606808662415
P0452,5,0.763979971408844
P0517,14,0.6785023808479309
P0565,5,0.5232764482498169
P0649,2,0.9151796102523804
P0699,10,0.825189471244812
P0806,11,0.8660644292831421
P1003,8,0.66190105676651
P1029,20,0.7566697001457214
P1148,3,0.5973376631736755
P1158,1,0.7977697253227234
P1207,0,0.0
P1216,1,0.4273950755596161
P1242,7,0.6874054670333862
P1358,11,0.6529293656349182
P1522,2,0.3954141139984131
P1676,1,0.412800669670105
P1693,0,0.0
P1960,82,0.7081042528152466
P2002,38,0.768764853477478
P2045,32,0.5952783226966858
P2210,32,0.8661751747131348
P2257,10,0.7611530423164368
P2278,2,0.5273426175117493
P2332,0,0.0
P2352,0,0.0
P2456,0,0.0
P2528,2,0.39043116569519043
P2591,14,0.8115040063858032
P2613,38,0.7011492848396301
P2724,2,0.4389360547065735
P2754,1,0.25334256887435913
