name,n_dets,mean_conf
P0063,0,0.0
P0081,3,0.5070888996124268
P0198,22,0.8918200135231018
P0308,2,0.4517925977706909
P0336,6,0.7324569821357727
P0345,5,0.45296406745910645
P0363,35,0.5715606212615967
P0368,15,0.617039144039154
P0377,6,0.8999011516571045
P0452,7,0.7015464901924133
P0517,15,0.5369781851768494
P0565,4,0.7000373005867004
P0649,5,0.717511773109436
P0699,11,0.7960929870605469
P0806,10,0.8122262954711914
P1003,7,0.6993189454078674
P1029,20,0.6503893733024597
P1148,1,0.5796377658843994
P1158,2,0.6602495312690735
P1207,0,0.0
P1216,0,0.0
P1242,5,0.7633744478225708
P1358,13,0.6553307771682739
P1522,2,0.6821236610412598
P1676,2,0.3964897394180298
P1693,0,0.0
P1960,77,0.6658438444137573
P2002,34,0.7849957942962646
P2045,14,0.8321953415870667
P2210,35,0.8149273991584778
P2257,10,0.5993718504905701
P2278,3,0.3431112766265869
P2332,2,0.5919622778892517
P2352,3,0.4846216142177582
P2456,1,0.48496487736701965
P2528,1,0.8369160294532776
P2591,14,0.8285925984382629
P2613,47,0.561037540435791
P2724,0,0.0
P2754,1,0.25587183237075806
