name,n_dets,mean_conf
P0063,23,0.3840469419956207
P0081,2,0.654646098613739
P0198,19,0.8424643278121948
P0308,4,0.4411267042160034
P0336,6,0.6413442492485046
P0345,4,0.6118660569190979
P0363,26,0.6505295634269714
P0368,10,0.5985513925552368
P0377,6,0.7841282486915588
P0452,7,0.5270137190818787
P0517,11,0.6302072405815125
P0565,5,0.5992968082427979
P0649,4,0.7634161114692688
P0699,12,0.7639424800872803
P0806,11,0.6109779477119446
P1003,7,0.6732258796691895
P1029,19,0.7194089889526367
P1148,2,0.846960186958313
P1158,3,0.48119914531707764
P1207,0,0.0
P1216,0,0.0
P1242,5,0.7573398351669312
P1358,8,0.660484254360199
P1522,1,0.25322332978248596
P1676,1,0.3547792434692383
P1693,1,0.44899222254753113
P1960,81,0.6263538599014282
P2002,37,0.7266389727592468
P2045,12,0.842350959777832
P2210,33,0.8210843205451965
P2257,12,0.6248237490653992
P2278,0,0.0
P2332,3,0.5131248831748962
P2352,4,0.37028199434280396
P2456,0,0.0
P2528,1,0.6013423800468445
P2591,14,0.68707275390625
P2613,39,0.601923942565918
P2724,0,0.0
P2754,1,0.5524144768714905
