name,n_dets,mean_conf
P0063,86,0.5551860928535461
P0081,12,0.5286337733268738
P0198,13,0.6937538385391235
P0308,5,0.5683404207229614
P0336,14,0.5492005348205566
P0345,8,0.3549823760986328
P0363,9,0.5588000416755676
P0368,4,0.4694366753101349
P0377,2,0.298595130443573
P0452,9,0.5380097031593323
P0517,8,0.6094592809677124
P0565,9,0.4849025309085846
P0649,1,0.41235440969467163
P0699,11,0.7958378195762634
P0806,7,0.6164498329162598
P1003,8,0.5409756302833557
P1029,14,0.4956534206867218
P1148,2,0.7033591270446777
P1158,3,0.6191914081573486
P1207,0,0.0
P1216,0,0.0
P1242,2,0.336153119802475
P1358,5,0.4569057524204254
P1522,1,0.38143327832221985
P1676,0,0.0
P1693,0,0.0
P1960,45,0.5238610506057739
P2002,43,0.6988588571548462
P2045,3,0.4433915615081787
P2210,39,0.7696190476417542
P2257,10,0.476753294467926
P2278,5,0.5168441534042358
P2332,4,0.3471459448337555
P2352,3,0.4597991704940796
P2456,38,0.5266404151916504
P2528,0,0.0
P2591,6,0.45955225825309753
P2613,29,0.6773840188980103
P2724,0,0.0
P2754,20,0.48133164644241333
