name,n_dets,mean_conf
P0063,0,0.0
P0081,1,0.7557159066200256
P0198,22,0.8181617259979248
P0308,30,0.3751102685928345
P0336,6,0.6332685947418213
P0345,10,0.4758199155330658
P0363,27,0.5533390641212463
P0368,12,0.6836065649986267
P0377,6,0.8247883915901184
P0452,5,0.5609409809112549
P0517,17,0.4678710401058197
P0565,3,0.5587493777275085
P0649,4,0.9145781993865967
P0699,11,0.7764791250228882
P0806,11,0.8037893772125244
P1003,15,0.5668780207633972
P1029,29,0.5385804176330566
P1148,3,0.6055600047111511
P1158,16,0.3571421802043915
P1207,0,0.0
P1216,0,0.0
P1242,5,0.6523674726486206
P1358,10,0.6299766302108765
P1522,3,0.6540687084197998
P1676,0,0.0
P1693,0,0.0
P1960,77,0.6583250164985657
P2002,35,0.7918058633804321
P2045,12,0.42230892181396484
P2210,42,0.7307656407356262
P2257,11,0.680019199848175
P2278,4,0.42254260182380676
P2332,2,0.4614800810813904
P2352,3,0.5624876618385315
P2456,8,0.4198031425476074
P2528,3,0.5092713236808777
P2591,13,0.7127425670623779
P2613,39,0.7184212803840637
P2724,3,0.40813180804252625
P2754,6,0.40491583943367004
