name,n_dets,mean_conf
P0063,11,0.48756343126296997
P0081,1,0.8373827338218689
P0198,20,0.8888056874275208
P0308,6,0.4609355032444
P0336,6,0.6468020081520081
P0345,5,0.5356918573379517
P0363,35,0.7432483434677124
P0368,15,0.6668576598167419
P0377,8,0.793459415435791
P0452,7,0.8601303696632385
P0517,15,0.6706182956695557
P0565,4,0.6481806039810181
P0649,4,0.9255156517028809
P0699,12,0.8500936627388
P0806,10,0.8980530500411987
P1003,7,0.7483474612236023
P1029,19,0.7172703742980957
P1148,2,0.5527263879776001
P1158,4,0.4611572325229645
P1207,0,0.0
P1216,1,0.4418804347515106
P1242,22,0.6815689206123352
P1358,13,0.7840941548347473
P1522,6,0.8060357570648193
P1676,2,0.8556175231933594
P1693,0,0.0
P1960,73,0.745955765247345
P2002,38,0.7846707701683044
P2045,19,0.7815525531768799
P2210,35,0.8155876994132996
P2257,11,0.8556047677993774
P2278,2,0.7437191009521484
P2332,4,0.6366282105445862
P2352,4,0.5486114025115967
P2456,1,0.3611670136451721
P2528,1,0.3917223811149597
P2591,18,0.826076090335846
P2613,35,0.763200044631958
P2724,1,0.7738444209098816
P2754,5,0.3469337522983551
