name,n_dets,mean_conf
P0063,11,0.412092000246048
P0081,4,0.3302766978740692
P0198,19,0.9179806709289551
P0308,6,0.5366278886795044
P0336,7,0.6431035399436951
P0345,5,0.604699432849884
P0363,27,0.7186898589134216
P0368,13,0.6503061652183533
P0377,5,0.6867774128913879
P0452,3,0.6859180927276611
P0517,13,0.5433987975120544
P0565,6,0.5693402886390686
P0649,3,0.8666642308235168
P0699,11,0.7598063945770264
P0806,10,0.8397043943405151
P1003,7,0.6298999190330505
P1029,19,0.7522125840187073
P1148,2,0.6998754739761353
P1158,3,0.35324564576148987
P1207,0,0.0
P1216,0,0.0
P1242,2,0.5348509550094604
P1358,12,0.527593195438385
P1522,0,0.0
P1676,0,0.0
P1693,0,0.0
P1960,80,0.6809488534927368
P2002,32,0.8008498549461365
P2045,8,0.59267258644104
P2210,34,0.8320111632347107
P2257,7,0.6124114394187927
P2278,4,0.5087674856185913
P2332,1,0.2731211185455322
P2352,0,0.0
P2456,1,0.7228009700775146
P2528,1,0.8557127714157104
P2591,14,0.5703543424606323
P2613,44,0.6080705523490906
P2724,0,0.0
P2754,4,0.49591872096061707
