name,n_dets,mean_conf
P0063,1,0.253728985786438
P0081,2,0.4023740887641907
P0198,19,0.9749985933303833
P0308,3,0.4013776481151581
P0336,6,0.691096842288971
P0345,4,0.6436211466789246
P0363,33,0.6242319941520691
P0368,12,0.7039965987205505
P0377,7,0.8229586482048035
P0452,8,0.8419052362442017
P0517,12,0.5452480316162109
P0565,5,0.6353482007980347
P0649,5,0.6507326364517212
P0699,11,0.8002393841743469
P0806,11,0.7922878265380859
P1003,7,0.7131052613258362
P1029,20,0.6913857460021973
P1148,2,0.3815460801124573
P1158,2,0.6138721704483032
P1207,0,0.0
P1216,1,0.32638850808143616
P1242,8,0.7100703716278076
P1358,10,0.7885374426841736
P1522,7,0.7241401672363281
P1676,2,0.7126526832580566
P1693,0,0.0
P1960,76,0.6798364520072937
P2002,33,0.8019082546234131
P2045,13,0.8845580220222473
P2210,34,0.8364560604095459
P2257,13,0.7454043626785278
P2278,4,0.37937724590301514
P2332,3,0.4261094629764557
P2352,3,0.43657413125038147
P2456,1,0.3423595428466797
P2528,1,0.5003286004066467
P2591,18,0.8527902960777283
P2613,46,0.5745522975921631
P2724,2,0.30359458923339844
P2754,0,0.0
